veh_value,exposure,clm,numclaims,claimsize,veh_body,veh_age,gender,area,agecat,valcat
1.65,.194387405885209,1,1,1581.57999801636,SEDAN,3,F,A,4,1
1.19,.377823408623954,1,1,1551.54999923706,HBACK,4,M,C,4,1
2.73,.79945242984104,1,1,389.769999980927,STNWG,3,F,B,4,2
3.4,.687200547566249,1,1,1580.2799987793,UTE,1,M,E,3,2
.58,.216290212181775,1,1,2063.63999938965,SEDAN,4,M,B,2,1
1.36,.687200547567045,1,1,4853.5,HBACK,3,F,C,1,1
1.39,.818617385346442,1,1,729.089998245239,HBACK,1,F,D,2,1
.43,.104038329910111,1,1,200,SEDAN,4,M,C,4,1
1.1,.840520191648693,1,1,2295.43999481201,SEDAN,3,F,C,4,1
1.51,.687200547567045,1,1,5161.55999755859,STNWG,4,F,C,1,1
.44,.815879534560736,1,1,2460.25999450684,HBACK,4,F,C,3,1
2.35,.785763175903412,1,1,601.769999504089,STNWG,3,F,C,3,1
3.3,.687200547567045,1,1,200.000000327826,UTE,2,M,E,3,2
.73,.665297741266841,1,1,1753.2799987793,HBACK,3,F,D,3,1
1.36,.216290212181775,1,1,970.679998397827,SEDAN,3,F,E,2,1
.76,.870636550302152,1,1,389.949999809265,PANVN,4,F,D,4,1
1.9,.194387405886118,1,1,13753.1499938965,STNWG,4,M,C,6,1
3.49,.687200547567045,1,1,1404.33999633789,STNWG,2,F,C,4,2
1.06,.484599589319259,1,1,1029.75,HBACK,4,F,C,1,1
3.38,.517453798767747,1,1,518.779999732971,STNWG,2,F,F,2,2
2.92,.87063655030579,1,1,1854.60999679565,STNWG,1,F,A,2,2
1.85,.487337440108604,1,1,771.5,HBACK,1,M,C,2,1
2.01,.114989733058792,1,1,349.25,STNWG,3,F,A,5,1
4.27,.884325804239779,1,1,917.049999237061,STNWG,2,F,B,4,2
3.59,.884325804239779,1,1,544.5,STNWG,2,M,C,4,2
1.77,.884325804239779,1,1,2808.82999420166,HDTOP,3,M,C,6,1
.65,.188911704311579,1,1,4781.25088500977,COUPE,4,F,C,3,1
2.099,.999315537300049,1,1,1013.32999992371,SEDAN,1,F,C,3,1
.76,.306639288157839,1,1,2714.07363128662,SEDAN,4,F,A,2,1
3.64,.991101984940087,1,1,353.769999980927,STNWG,2,M,B,4,2
1.55,.804928131416091,1,1,345,SEDAN,4,M,B,3,1
1.86,.815879534558917,1,1,2777.08999633789,HBACK,3,M,B,4,1
0,.999315537295843,1,2,1394.32999944687,STNWG,4,F,B,2,1
1.9,.813141683771391,1,1,752.839998245239,SEDAN,1,F,B,5,1
.35,.815879534558917,1,1,200,HBACK,4,F,A,5,1
2.59,.991101984935085,1,1,353.769999980927,SEDAN,1,F,D,2,2
.76,.577686516080576,1,1,6692.88999938965,HBACK,3,F,A,1,1
3.1,.815879534559826,1,1,408.949999809265,UTE,2,F,F,2,2
2.12,.525667351124866,1,1,378.849999904633,SEDAN,2,F,C,4,1
.87,.788501026690938,1,1,353.769999980927,HBACK,3,F,B,2,1
.54,.484599589318805,1,1,4003,SEDAN,4,F,B,2,1
1.16,.999315537297662,1,1,345,STNWG,4,M,A,2,1
1.75,.473648186172795,1,1,353.769999980927,TRUCK,1,M,B,5,1
1.97,.873374401089677,1,1,389.949999809265,SEDAN,2,F,F,5,1
4.9,.125941136207985,1,1,278.220004081726,SEDAN,1,F,A,5,2
1.4,.125941136207985,1,1,1100.15999984741,HBACK,1,F,A,4,1
4,.9993155373013,1,1,390,STNWG,3,F,F,4,2
1.428,.815879534558917,1,1,481.969999313354,HBACK,1,F,A,3,1
1.8,.514715947974366,1,1,1549.93999862671,STNWG,3,M,C,2,1
1.22,.684462696779519,1,1,475.659999847412,HBACK,2,F,C,2,1
2.41,.00547570157425525,1,1,16306.8199768066,TRUCK,3,M,D,3,1
1.06,.125941136207985,1,1,270.269989013672,STNWG,3,F,B,4,1
2.5,.763860369603208,1,1,200,STNWG,2,F,A,4,1
.43,.867898699514626,1,1,200,HBACK,4,F,D,2,1
1.41,.117727583846317,1,1,1684.61999893188,HBACK,2,M,D,3,1
2.25,.205338809034401,1,1,2958.72999572754,SEDAN,1,F,C,6,1
1.47,.525667351124866,1,1,2031.07999801636,SEDAN,3,F,A,1,1
1.05,.881587953452254,1,1,200,HBACK,2,F,C,4,1
2.71,.501026694044015,1,1,2262.37999725342,STNWG,2,M,D,3,2
.77,.0520191649552544,1,1,322.329999923706,HBACK,4,F,A,2,1
1.64,.484599589319259,1,1,3143.64999389648,SEDAN,2,F,E,3,1
.44,.109514031485162,1,1,3679.08999633789,SEDAN,4,F,A,2,1
1.5,.514715947974366,1,1,1691.34999847412,HBACK,4,M,A,3,1
2.06,.366872005473454,1,1,16310.8399658203,STNWG,4,M,B,6,1
1.61,.813141683771391,1,1,703.019999504089,HBACK,3,M,C,6,1
1.65,.616016427098657,1,1,407.799999713898,SEDAN,3,F,B,4,1
3.549,.465434633810219,1,1,550,STNWG,1,F,F,3,2
1.9,.484599589319259,1,1,1332.83999633789,SEDAN,1,M,D,4,1
1.89,.807665982203616,1,1,243.550000190735,SEDAN,2,F,C,4,1
2.94,.867898699514626,1,1,947.549999237061,HBACK,2,F,C,5,2
2.25,.867898699518264,1,1,3957.7799987793,STNWG,3,M,B,2,1
1.48,.807665982203616,1,1,459.5,COUPE,3,M,B,4,1
1.39,.613278576317214,1,1,289.089999914169,HBACK,1,F,A,4,1
1.85,.186173853524451,1,1,3948.0299911499,STNWG,3,F,C,4,1
2.3,.988364134151198,1,1,200,HDTOP,2,M,A,4,1
2.03,.481861738531734,1,1,835.769998550415,UTE,3,F,E,3,1
1.06,.424366872004612,1,1,613.049999237061,HBACK,4,F,A,1,1
4.18,.813141683771391,1,1,577.14999961853,STNWG,2,F,B,2,2
4.78,.988364134151198,1,1,565.929999351501,STNWG,1,M,A,3,2
1.85,.591375770013201,1,1,1061.44999885559,SEDAN,2,M,D,5,1
2.61,.591375770018203,1,1,200,STNWG,3,M,C,5,2
1.1,.457221081449973,1,1,420,SEDAN,3,F,F,1,1
1.14,.591375770018203,1,1,3931.50999450684,SEDAN,3,F,C,6,1
6.38,.750171115671037,1,1,390,STNWG,1,F,D,5,3
1.61,.407939767279458,1,1,408.949999809265,SEDAN,3,M,E,5,1
1.07,.591375770018203,1,1,265.690000534058,SEDAN,4,M,D,3,1
1.27,.774811772755129,1,1,408.949999809265,TRUCK,4,F,E,2,1
1.2,.813141683771391,1,1,367.029999732971,SEDAN,3,F,B,2,1
1.3,.807665982203616,1,1,345,HBACK,2,F,A,5,1
.5,.69815195071169,1,1,3607.7799911499,HBACK,4,F,E,4,1
.72,.522929500337341,1,2,4387.48453903198,HBACK,3,F,B,3,1
1.28,.865160848727101,1,1,1244.18999862671,TRUCK,3,M,C,2,1
1.29,.728268309372652,1,1,367.729999542236,SEDAN,3,F,C,4,1
1.42,.865160848727101,1,1,652.489999771118,HBACK,1,M,C,6,1
.52,.0684462696777359,1,1,1592.25999832153,SEDAN,4,F,B,4,1
.7,.522929500337341,1,1,7031.16999816895,HBACK,4,M,B,3,1
2.84,.522929500337341,1,2,4419.74999332428,STNWG,3,F,F,2,2
.73,.788501026690938,1,1,591,HBACK,4,F,C,2,1
2.84,.52292950033825,1,1,427.269999980927,STNWG,3,M,C,3,2
4,.202600958245966,1,1,442.5,STNWG,3,F,B,5,2
1.37,.865160848727101,1,1,200,HBACK,3,F,A,2,1
.74,.57494866529305,1,1,200,HBACK,4,F,C,2,1
1.74,.862422997939575,1,2,1092.90999889374,SEDAN,2,F,A,4,1
.77,.602327173168305,1,1,1836.91999816895,HBACK,4,F,A,5,1
1.38,.865160848726191,1,1,200,SEDAN,2,F,C,1,1
2.81,.481861738531734,1,1,353.769999980927,SEDAN,1,M,D,5,2
1.61,.588637919230678,1,1,200,SEDAN,2,M,B,6,1
1.97,.588637919230678,1,1,575.949999809265,SEDAN,3,F,A,6,1
1.56,.410677618066984,1,1,480,STNWG,4,F,D,6,1
2.99,.588637919230678,1,1,200,HDTOP,1,F,A,3,2
.58,.410677618066984,1,1,390,TRUCK,4,M,E,6,1
1.6,.208076659821018,1,1,1404.75,HBACK,2,F,A,2,1
1.37,.588637919230678,1,1,200,HBACK,2,F,A,3,1
2.91,.588637919230678,1,1,889.849998474121,STNWG,1,F,B,4,2
.46,.57221081450507,1,1,2073.70999908447,SEDAN,4,F,C,3,1
1.94,.862422997939575,1,1,200,SEDAN,2,F,A,1,1
1.38,.479123887747846,1,1,586.829999923706,UTE,2,M,C,3,1
3.2,.479123887747846,1,1,2067.31999969482,UTE,2,M,D,1,2
1.52,.980150581784983,1,1,922.069999694824,UTE,4,M,C,4,1
2.56,.810403832983866,1,2,11653.2299995422,HDTOP,1,F,A,1,2
.31,.0465434633811128,1,1,1111.34454345703,SEDAN,4,F,A,3,1
.96,.731006160159779,1,2,8766.5899810791,SEDAN,4,M,D,3,1
1.5,.791238877475735,1,1,998.469999313354,HDTOP,3,F,B,1,1
3.02,.520191649549815,1,1,3096.79999542236,STNWG,2,F,A,4,2
1.36,.0328542094453041,1,1,567.679998397827,HBACK,2,M,B,6,1
1.37,.791238877476871,1,1,210.350002288818,HBACK,1,F,C,3,1
2.07,.807665982203616,1,1,7465.11999511719,STNWG,1,M,A,2,1
1.74,.859685147159325,1,1,200,HBACK,2,F,B,5,1
.81,.183436002736926,1,1,993.89999961853,HBACK,4,F,A,4,1
1.66,.536618754274969,1,1,978.669998168945,HBACK,3,M,A,2,1
1.42,.862422997943213,1,2,3974.00999641418,TRUCK,2,M,C,2,1
.89,.980150581788621,1,1,200,HBACK,3,F,B,3,1
1.01,.136892539356268,1,2,662.079999923706,SEDAN,4,F,C,3,1
2.04,.380561259407841,1,1,1027,STNWG,3,M,A,5,1
2.06,.572210814505524,1,1,200,SEDAN,2,M,C,5,1
2.88,.380561259407841,1,1,353.769999980927,STNWG,1,M,B,5,2
1.45,.618754277886183,1,1,1031.83999824524,SEDAN,3,M,B,5,1
1.52,.862422997939575,1,1,200,SEDAN,3,M,B,2,1
2.4,.366872005473454,1,1,20745.869934082,TRUCK,2,M,E,1,1
1.28,.380561259407841,1,1,453.979999542236,HBACK,2,F,A,4,1
1,.618754277886183,1,1,225.399999976158,HBACK,3,F,C,1,1
.53,.380561259407841,1,1,4619.15362548828,SEDAN,4,F,A,2,1
1.06,.265571526349959,1,1,1793.18999862671,HBACK,3,M,A,1,1
.79,.522929500336943,1,2,3491.5299949646,HBACK,4,F,C,3,1
1.65,.473648186172795,1,1,2634.91999816895,SEDAN,2,F,D,3,1
1.53,.473648186172795,1,1,7641.20999145508,PANVN,2,F,A,5,1
1.53,.268309377137484,1,1,3027.66999816895,STNWG,4,M,F,2,1
3.44,.79397672826417,1,1,389.949999809265,UTE,1,F,F,1,2
.53,.473648186172795,1,1,1938.7799987793,HBACK,4,F,C,4,1
1.31,.377823408623954,1,1,369.179999828339,STNWG,4,M,D,1,1
1.98,.268309377137484,1,1,600.689999580383,SEDAN,2,M,C,4,1
3.73,.807665982203616,1,1,2460.08999633789,STNWG,2,M,A,2,2
.83,.807665982203616,1,1,200,SEDAN,3,F,B,1,1
1.37,.999315537297662,1,1,200,HBACK,2,M,A,6,1
1.13,.473648186172795,1,1,781.599998474121,SEDAN,3,F,C,4,1
1.03,.429842573579663,1,1,390,HBACK,3,F,E,1,1
2.29,.804928131416091,1,1,1901.16999053955,HBACK,1,M,C,1,1
1.36,.670773442841892,1,1,200.009994506836,HBACK,3,F,F,3,1
1.81,.898015058177407,1,1,736.949998855591,SEDAN,2,F,A,2,1
1.38,.807665982203616,1,2,7657.56997680664,UTE,3,M,F,5,1
2.52,.473648186171886,1,1,4955.99998474121,STNWG,3,F,D,1,2
1.58,.396988364132596,1,1,11379.3199768066,UTE,3,M,B,5,1
.78,.251882272415969,1,1,4140.00999450684,HBACK,3,M,A,2,1
1.52,.807665982203616,1,1,1864.56999969482,STNWG,4,F,F,2,1
2.35,.898015058173769,1,1,200,UTE,2,M,A,1,1
1.31,.807665982203616,1,1,519.549999237061,STNWG,4,M,E,4,1
2.44,.859685147159325,1,1,696.319999694824,SEDAN,1,F,C,4,1
1.42,.481861738531734,1,1,541.189999580383,HBACK,2,M,C,2,1
.97,.859685147159325,1,1,200,HDTOP,4,F,B,4,1
1.79,.898015058177407,1,2,830.929999828339,SEDAN,2,F,A,4,1
1.35,.569472963717999,1,1,200,SEDAN,3,M,C,4,1
1.799,.054757015742382,1,1,2953.25995635986,SEDAN,1,M,A,2,1
3.35,.1806981519494,1,1,200,STNWG,1,M,B,3,2
2.78,.323066392880321,1,1,367.729999542236,STNWG,2,F,A,2,2
1.17,.774811772752912,1,1,9024.94998168945,SEDAN,3,M,A,3,1
.89,.492813141681893,1,1,2207.65999603271,HBACK,3,F,E,4,1
.87,.79397672826326,1,1,4779.78999328613,HBACK,4,M,B,2,1
4,.999315537299481,1,1,353.769999980927,STNWG,3,M,B,3,2
1.03,.145106091717025,1,1,390,SEDAN,3,F,D,3,1
1.49,.517453798760698,1,1,613.489999771118,SEDAN,2,M,B,5,1
1.3,.449007529088703,1,1,322.779998779297,HBACK,1,M,A,3,1
1.37,.999315537299481,1,1,1116.74999809265,SEDAN,3,F,C,4,1
1.31,.878850102664728,1,1,470.25,HBACK,2,F,C,5,1
1.57,.577686516080576,1,1,496.289999961853,HBACK,1,F,C,6,1
1.66,.804928131416091,1,1,200,HBACK,3,M,C,1,1
.78,.429842573579663,1,1,377.889999389648,STNWG,4,M,C,5,1
1.5,.662559890478917,1,1,200,HBACK,1,M,E,1,1
2.99,.859685147159325,1,1,1697.62999725342,TRUCK,1,F,D,2,2
1.15,.802190280624927,1,2,710.239999771118,HBACK,3,F,C,4,1
2.44,.470910335381632,1,1,353.769999980927,STNWG,2,M,F,2,1
3.78,.859685147159325,1,1,390,STNWG,1,F,D,5,2
1.74,.859685147159325,1,1,353.769999980927,HBACK,2,F,C,5,1
1.87,.796714579053514,1,1,2722.83999633789,STNWG,3,M,A,3,1
.5,.47091033538527,1,1,408.949999809265,STNWG,4,M,E,6,1
2.35,.386036960982892,1,1,3082.97999572754,HBACK,2,F,C,3,1
1.55,.999315537294024,1,1,514.839999198914,UTE,3,M,C,3,1
1.77,.821355236133968,1,1,2996,STNWG,4,F,F,2,1
1.64,.470910335386179,1,1,3411.18999481201,STNWG,4,F,C,2,1
2.7,.514715947974366,1,1,20928.6799316406,HDTOP,3,M,E,5,2
3.66,.77481177275331,1,1,669.369999885559,STNWG,1,F,B,4,2
1.95,.876112251877203,1,1,2968.48999786377,STNWG,4,F,D,3,1
1.87,.123203285420459,1,1,450,HBACK,3,F,E,1,1
2.89,.876112251873565,1,1,200,STNWG,2,M,B,3,2
1.4,.876112251877203,1,1,642.449999809265,SEDAN,3,F,C,5,1
2.27,.881587953452254,1,1,725,STNWG,3,F,C,4,1
2.33,.43258042436679,1,1,249.139999985695,SEDAN,2,M,B,3,1
.97,.873374401089677,1,1,3563.90999603271,HBACK,3,F,B,6,1
1.54,.878850102664728,1,1,200,TRUCK,4,M,C,2,1
1.64,.421629021217086,1,1,585.25,HBACK,2,F,B,4,1
1.46,.881587953452254,1,1,2651.56999969482,UTE,3,M,D,5,1
1.7,.878850102664728,1,1,390,SEDAN,3,F,E,4,1
1.6,.451745379875831,1,1,997.220018386841,SEDAN,3,F,C,4,1
1.66,.876112251877203,1,2,2377.61999940872,HDTOP,3,F,A,1,1
1.82,.216290212183196,1,1,11616.759979248,SEDAN,2,M,C,4,1
4.09,.79945242984104,1,1,2114,UTE,1,M,F,5,2
1.24,.34770704996356,1,1,710.349999427795,HBACK,1,F,D,3,1
2.26,.79945242984104,1,1,526.939999580383,HBACK,1,M,A,4,1
3.32,.158795345652834,1,1,353.769999980927,STNWG,2,F,C,3,2
1.95,.175222450376168,1,1,886.019998550415,STNWG,1,M,C,3,1
2.42,.605065023955831,1,1,441.919999599457,SEDAN,1,F,A,5,1
2.58,.465434633810219,1,1,2097.01999664307,SEDAN,1,F,C,3,2
1.76,.580424366868101,1,1,764.769998550415,SEDAN,2,M,C,6,1
2.83,.509240246399713,1,1,200,UTE,2,M,B,4,2
3.2,.418891170429561,1,1,1384.17999649048,SEDAN,2,M,B,4,2
1.94,.30390143736804,1,1,804.18000793457,HBACK,1,F,B,3,1
4.5,.416153319642035,1,1,308.450000762939,STNWG,2,M,A,4,2
2.35,.580424366868101,1,1,919.789999008179,STNWG,3,M,D,6,1
1.96,.585900068444971,1,1,786.14999961853,SEDAN,1,M,E,4,1
6.22,.583162217657446,1,1,542,STNWG,1,F,A,4,3
1.02,.585900068443152,1,1,1343.47999954224,HBACK,2,M,A,4,1
.96,.583162217655627,1,1,3083.43090057373,HBACK,3,F,A,5,1
1.07,.769336071180078,1,1,642.619999885559,SEDAN,4,F,C,3,1
1.6,.262833675562433,1,1,9054.75997924805,HBACK,2,F,E,2,1
1,.536618754270421,1,1,353.769999980927,SEDAN,3,F,C,3,1
2.15,.884325804239779,1,1,200,SEDAN,1,F,C,3,1
1.34,.262833675562035,1,1,200,HBACK,2,F,C,1,1
2.32,.262833675562433,1,1,390,STNWG,3,M,D,2,1
1.69,.388774811770418,1,1,352.019999980927,HBACK,2,F,A,3,1
1.65,.465434633810219,1,1,359.179999828339,STNWG,3,M,C,3,1
1.89,.796714579053514,1,1,353.769999980927,HBACK,1,F,A,6,1
.65,.49007529089431,1,1,972.23999786377,TRUCK,4,M,C,2,1
1.15,.796714579053514,1,1,200,SEDAN,3,F,C,5,1
2.96,.509240246399713,1,1,689.019999504089,HDTOP,1,F,C,3,2
1.23,.284736481858999,1,1,200,STNWG,3,F,A,5,1
1.26,.1423682409295,1,1,1728.22999954224,HBACK,2,F,C,2,1
.45,.476386036960321,1,1,200,HBACK,4,F,A,4,1
.9,.377823408623954,1,1,359.739999771118,SEDAN,3,F,C,6,1
1.56,.621492128673708,1,1,200,SEDAN,3,M,B,3,1
4.11,.621492128673708,1,1,228.299999952316,STNWG,2,M,F,2,2
1.79,.465434633810219,1,1,200,SEDAN,4,F,B,2,1
1.47,.796714579050558,1,1,200,HBACK,1,F,C,1,1
2.2,.796714579053514,1,1,353.799999713898,MCARA,4,M,A,1,1
2.91,.796714579053514,1,1,889.739999771118,STNWG,1,F,C,4,2
1.73,.791238877478463,1,1,2345.57999420166,MIBUS,4,M,B,3,1
1.33,.668035592055787,1,3,3097.85999631882,TRUCK,2,M,C,2,1
2.07,.421629021217086,1,1,367.729999542236,STNWG,3,M,C,1,1
2.05,.585900068443152,1,1,862.319999694824,SEDAN,2,F,E,6,1
1.56,.421629021217086,1,1,353.799999713898,STNWG,4,M,D,5,1
1.87,.558521560567897,1,1,1164.62999916077,STNWG,3,F,A,3,1
3.34,.577686516080576,1,1,670,STNWG,3,F,C,3,2
.83,.577686516080576,1,1,3222.40999603271,SEDAN,4,F,B,4,1
1.38,.421629021217086,1,1,369.14999961853,SEDAN,3,F,C,4,1
3.06,.796714579048057,1,1,2161.18999862671,STNWG,3,M,C,5,2
1.64,.793976728265989,1,1,3941.90999603271,SEDAN,3,M,F,3,1
4.06,.851471594796749,1,1,2794.30999755859,STNWG,3,M,F,5,2
2.72,.112251882272176,1,1,389.949999809265,STNWG,3,M,E,3,2
2.34,.829568788496545,1,1,200,SEDAN,2,F,B,2,1
.76,.824093086921494,1,1,1871.84999847412,STNWG,4,F,D,2,1
1.64,.394250513345469,1,1,200,SEDAN,2,F,A,3,1
2.51,.887063655028214,1,1,473.89999961853,STNWG,3,M,D,2,2
.9,.506502395612188,1,1,499.349998474121,HBACK,3,F,A,5,1
.85,.851471594796749,1,1,756.279998779297,HBACK,3,F,B,1,1
1.24,.851471594791292,1,2,8195.8099861145,SEDAN,3,F,A,1,1
1.54,.4654346338084,1,1,200,SEDAN,2,M,A,1,1
2.53,.539356605062494,1,1,903.069999694824,SEDAN,1,F,C,3,2
.65,.147843942504551,1,1,369.14999961853,STNWG,4,M,B,1,1
1.71,.438056125938601,1,1,497.529999732971,SEDAN,2,F,C,2,1
1.28,.276522929500061,1,1,200,HBACK,2,M,A,5,1
1.45,.492813141681836,1,1,654.939998626709,STNWG,4,M,B,4,1
2.42,.501026694044015,1,1,389.949999809265,UTE,3,M,B,2,1
.44,.826830937709019,1,1,15588.9299926758,HBACK,4,F,A,2,1
6.14,.739219712522754,1,1,227.219999969006,SEDAN,2,M,C,3,3
4.04,.851471594796749,1,1,1114.11999893188,STNWG,2,M,B,4,2
2.74,.977412731001095,1,1,1370.59999847412,STNWG,2,F,D,2,2
1.73,.536618754274969,1,1,371.669998168945,SEDAN,2,F,E,2,1
.71,.172484599588643,1,1,1283.5299987793,HBACK,3,F,C,4,1
1.73,.887063655027305,1,1,292.340000152588,HBACK,2,F,C,5,1
1.97,.613278576312553,1,1,632.429998397827,SEDAN,2,F,B,3,1
1.43,.826830937709474,1,1,353.769999980927,HDTOP,3,F,A,1,1
1.94,.375085557836428,1,1,200,SEDAN,2,F,C,5,1
2.03,.369609856260979,1,1,353.799999713898,UTE,4,F,D,2,1
2.54,.44626967830078,1,1,5950.58999633789,STNWG,3,M,E,3,2
1.84,.793976728265989,1,1,809.569999694824,HBACK,2,M,C,3,1
2.79,.848733744009223,1,1,2620.71999359131,BUS,3,F,F,2,2
.5,.172484599588643,1,1,200,HBACK,4,F,A,3,1
1.76,.555783709787647,1,1,353.769999980927,SEDAN,1,M,D,5,1
3.34,.793976728265989,1,1,1927.92999267578,HBACK,2,F,E,4,2
3.3,.506502395612188,1,1,2144.7799987793,STNWG,2,F,B,3,2
2.77,.57494866529305,1,3,1231.25999975204,SEDAN,2,M,B,4,2
1.38,.281998631071474,1,1,634.549999237061,HBACK,3,F,E,3,1
3.52,.57494866529305,1,1,1188.43999862671,STNWG,2,F,D,2,2
2.71,.260095824774908,1,1,886,STNWG,3,M,A,4,2
2.12,.884325804239779,1,1,353.799999713898,STNWG,3,M,B,6,1
1.56,.826830937709019,1,1,353.769999980927,SEDAN,1,F,A,4,1
1.51,.884325804239779,1,1,270.869999885559,MIBUS,4,F,B,4,1
1.52,.777549623540835,1,1,1354.79999923706,SEDAN,2,F,C,4,1
2.99,.62149212867331,1,1,353.769999980927,STNWG,3,M,E,3,2
1.37,.791238877479827,1,2,872.589999198914,UTE,4,M,A,3,1
1.13,.793976728265989,1,1,709.149993896484,SEDAN,3,F,A,1,1
1.13,.169746748801117,1,1,863.559999465942,STNWG,4,F,D,3,1
1.19,.793976728265989,1,1,2848.46999359131,STNWG,4,M,A,3,1
1.94,.191649555097683,1,1,560.479999542236,SEDAN,1,M,A,1,1
2.83,.462696783022693,1,1,26507.2949829102,STNWG,2,F,C,2,2
1.26,.999315537295843,1,1,4742.56999206543,HBACK,2,F,C,4,1
2.77,.150581793292076,1,1,353.769999980927,STNWG,1,F,E,2,2
.86,.848733744009223,1,1,3498.48999786377,SEDAN,4,F,C,2,1
1.23,.555783709785828,1,1,200,HBACK,2,F,C,3,1
.75,.867898699514626,1,1,3596.01999664307,SEDAN,4,M,B,3,1
.38,.870636550302152,1,1,741.5,SEDAN,4,F,B,6,1
1.18,.870636550302152,1,1,200,SEDAN,3,M,A,6,1
.81,.495550992469362,1,1,2798.00999450684,HBACK,3,F,B,3,1
1.97,.867898699514626,1,1,1055.03000450134,STNWG,2,F,A,6,1
1.66,.870636550302152,1,1,587.789999961853,SEDAN,2,M,B,5,1
1.41,.97467488021357,1,1,605.619999885559,HBACK,2,F,A,6,1
1.57,.873374401089677,1,1,1775.00999832153,SEDAN,2,M,B,6,1
1.37,.555783709784009,1,1,246.979999542236,HBACK,1,F,C,1,1
1.549,.999315537297662,1,1,1710.39999771118,HBACK,1,F,B,4,1
2.18,.873374401089677,1,2,763.969999551773,UTE,3,M,D,3,1
1.24,.884325804239779,1,1,210.84999999404,HBACK,2,M,C,4,1
2.48,.807665982203616,1,1,9073.20999145508,SEDAN,1,M,B,4,1
1.58,.722792607797601,1,1,1349.73999786377,UTE,3,M,A,5,1
.46,.279260780283948,1,1,1432.12999725342,SEDAN,4,F,B,2,1
.44,.643394934973514,1,1,6245.44999694824,TRUCK,4,F,C,3,1
1.08,.558521560574775,1,1,486.049999237061,SEDAN,3,F,C,3,1
1.83,.829568788496545,1,1,796.959999084473,SEDAN,1,F,A,2,1
.76,.733744010949522,1,1,485,HBACK,3,F,F,3,1
3.28,.446269678301178,1,1,389.949999809265,STNWG,1,F,F,1,2
2.59,.495550992469362,1,1,353.769999980927,UTE,2,M,B,2,2
3.08,.791238877478463,1,1,734.939998626709,PANVN,1,M,F,1,2
3.33,.744695414097805,1,1,200,COUPE,2,F,C,3,2
3.7,.788501026690938,1,1,1454.71999740601,STNWG,1,F,A,2,2
3.75,.791238877478463,1,1,353.799999713898,HDTOP,2,M,A,1,2
2.21,.845995893221698,1,1,1298.80999755859,UTE,1,F,C,4,1
1.31,.845995893223062,1,1,1265.85999679565,HBACK,1,F,C,2,1
1.97,.791238877479373,1,1,1193.78999900818,SEDAN,4,M,C,2,1
.57,.777549623540835,1,1,260.379996061325,SEDAN,4,M,A,2,1
.63,.74195756331028,1,1,410.909999847412,UTE,4,M,B,5,1
2.14,.791238877478463,1,1,200,HBACK,1,F,C,3,1
1.47,.553045859000122,1,1,2818.87999725342,HBACK,2,M,A,5,1
2.12,.813141683771391,1,1,1200.24999809265,MCARA,4,M,A,1,1
2.198,.454483230663755,1,1,200,HBACK,1,F,A,5,1
1.23,.446269678301178,1,1,1392.61999893188,SEDAN,3,M,C,4,1
2.11,.788501026690938,1,1,646,HBACK,1,F,E,2,1
2.41,.862422997939575,1,1,799.829999923706,SEDAN,1,M,B,6,1
1.64,.501026694044413,1,1,1562.72999954224,HBACK,2,F,C,3,1
.44,.862422997939575,1,1,926.599998474121,SEDAN,4,M,A,4,1
.93,.865160848727101,1,1,1054.70999908447,SEDAN,3,F,C,4,1
.85,.865160848727101,1,1,200,HBACK,3,F,B,4,1
1.31,.862422997939575,1,1,603.329999923706,HBACK,2,M,C,5,1
1.85,.147843942504551,1,1,200,HBACK,2,F,A,2,1
.87,.251882272415571,1,1,3430.85999298096,HBACK,3,F,C,2,1
1.2,.865160848730739,1,1,454.75,SEDAN,3,F,C,5,1
4.47,.845995893221698,1,1,390,STNWG,1,M,E,2,2
1.05,.498288843256887,1,2,508.180000305176,SEDAN,3,F,C,2,1
1.47,.865160848727101,1,1,200,SEDAN,3,M,E,3,1
1.37,.553045859000122,1,1,200,SEDAN,3,F,A,2,1
2.18,.865160848727101,1,1,1271.00999832153,SEDAN,3,M,B,4,1
4.23,.501026694044413,1,1,1760.76999664307,STNWG,2,F,C,2,2
1.71,.971937029427863,1,1,1512,SEDAN,3,F,A,5,1
1.77,.501026694044413,1,1,548.109999656677,HBACK,1,M,C,2,1
4.62,.881587953455892,1,1,2205,TRUCK,1,M,C,2,2
1.97,.501026694044413,1,1,200,STNWG,4,M,C,3,1
2.79,.933607118406144,1,1,1998,TRUCK,3,M,D,2,2
1.61,.454483230663755,1,1,250,HBACK,1,F,B,4,1
1.5,.788501026690938,1,1,408.949999809265,HBACK,1,F,E,1,1
.72,.454483230663755,1,1,379.14999961853,HBACK,3,F,A,3,1
2.93,.446269678301178,1,1,389.949999809265,STNWG,1,F,F,2,2
5.236,.922655715261101,1,1,384.5,STNWG,1,M,A,4,3
2.39,.788501026690938,1,1,219.939999878407,STNWG,4,M,C,3,1
2.51,.498288843256887,1,1,3718.62999725342,UTE,2,M,E,1,2
2.07,.969199178638519,1,1,200.019998550415,SEDAN,1,M,B,2,1
1.35,.240930869267288,1,1,15157.0499572754,SEDAN,3,F,A,5,1
1.7,.438056125938601,1,1,683,STNWG,2,F,A,3,1
5.27,.843258042434172,1,1,389.949999809265,STNWG,1,F,E,2,3
