veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,veh_value_2,valcat
.76,.227241615331877,0,0,0,SEDAN,4,F,B,1,.5776,1
1.9,.224503764544352,0,0,0,STNWG,4,F,C,4,3.61,1
2.75,.175222450376168,0,0,0,STNWG,1,F,C,3,7.5625,2
.9,.224503764544352,0,0,0,SEDAN,3,F,A,6,.81,1
1.74,.720054757010075,0,0,0,HBACK,2,F,A,6,3.0276,1
2.39,.925393566045386,0,0,0,STNWG,3,M,E,6,5.7121,1
2.14,.646132785761438,0,0,0,UTE,3,M,E,4,4.5796,1
1.03,.646132785759619,0,0,0,HBACK,2,F,C,2,1.0609,1
1.28,.605065023955831,0,0,0,STNWG,4,M,F,4,1.6384,1
.67,.227241615331877,0,0,0,COUPE,4,F,B,3,.4489,1
.9,.720054757010075,0,0,0,HBACK,3,F,B,4,.81,1
1.07,.249144421628444,0,0,0,SEDAN,3,M,C,4,1.1449,1
2.29,.249144421628444,0,0,0,SEDAN,1,M,C,3,5.2441,1
1.13,.377823408623556,1,1,937.559995651245,SEDAN,4,F,B,1,1.2769,1
1.37,.851471594796749,0,0,0,HBACK,2,M,A,3,1.8769,1
.62,.851471594796749,0,0,0,COUPE,4,M,A,4,.3844,1
1.26,.0465434633808854,0,0,0,HBACK,2,F,F,2,1.5876,1
1.98,.0410677618065733,0,0,0,STNWG,4,F,C,4,3.9204,1
0,.999315537297662,1,2,2724.33999633789,STNWG,4,M,A,3,0,1
2.04,.249144421628444,0,0,0,HBACK,1,M,B,1,4.1616,1
2.1,.249144421628444,0,0,0,COUPE,3,F,A,3,4.41,1
1.82,.224503764544352,0,0,0,HBACK,1,F,A,4,3.3124,1
.31,.783025325115887,0,0,0,HBACK,4,F,E,6,.0961,1
2.29,.249144421628444,0,0,0,SEDAN,1,M,A,2,5.2441,1
1.38,.249144421628444,0,0,0,HBACK,1,F,B,1,1.9044,1
1.85,.279260780283948,0,0,0,SEDAN,2,F,C,3,3.4225,1
1.5,.0273785078711626,0,0,0,HBACK,2,F,C,3,2.25,1
2.78,.0739219712522754,0,0,0,SEDAN,2,M,C,5,7.7284,2
2.49,.525667351124866,0,0,0,SEDAN,2,M,C,3,6.2001,1
1.3,.139630390141974,0,0,0,HDTOP,4,M,C,3,1.69,1
5.236,.224503764544352,0,0,0,STNWG,1,M,C,3,27.415696,3
.99,.0273785078711626,0,0,0,SEDAN,3,F,B,5,.9801,1
.93,.85147159479402,0,0,0,SEDAN,4,F,B,4,.8649,1
2.76,.720054757013258,0,0,0,STNWG,1,F,D,3,7.6176,2
1.62,.925393566045386,0,0,0,SEDAN,3,M,A,5,2.6244,1
3.22,.309377138943091,0,0,0,HDTOP,2,F,F,2,10.3684,2
2.41,.750171115672458,1,1,12879.6599731445,HBACK,1,F,B,3,5.8081,1
1.11,.224503764544352,0,0,0,UTE,4,M,C,2,1.2321,1
.66,.851471594797204,0,0,0,HBACK,4,F,A,2,.4356,1
3.69,.750171115672458,0,0,0,TRUCK,2,M,C,1,13.6161,2
.93,.254620123199857,0,0,0,TRUCK,4,F,B,5,.8649,1
1.67,.301163586584153,0,0,0,HBACK,2,F,A,6,2.7889,1
1.86,.221765913756826,0,0,0,SEDAN,1,M,C,1,3.4596,1
3.47,.246406570840918,1,1,937.279998779297,SEDAN,1,M,B,3,12.0409,2
1.53,.279260780283948,0,0,0,UTE,3,M,C,2,2.3409,1
1.39,.829568788496545,0,0,0,HBACK,1,F,A,4,1.9321,1
1.26,.309377138943091,0,0,0,HBACK,2,M,B,4,1.5876,1
2.82,.829568788496545,0,0,0,STNWG,1,M,A,5,7.9524,2
1.79,.314852840518142,0,0,0,SEDAN,2,M,D,4,3.2041,1
1.2,.224503764543954,0,0,0,HBACK,1,F,C,3,1.44,1
3.14,.851471594791064,1,2,19142.1326751709,TRUCK,3,M,C,1,9.8596,2
.68,.309377138943091,0,0,0,HBACK,3,F,D,3,.4624,1
1.17,.646132785761438,0,0,0,HBACK,2,M,C,3,1.3689,1
1.71,.358658453111275,0,0,0,SEDAN,2,F,A,3,2.9241,1
1.12,.309377138943091,0,0,0,HBACK,3,F,C,2,1.2544,1
.39,.224503764544352,0,0,0,HBACK,4,M,B,3,.1521,1
1.64,.68993839835457,0,0,0,STNWG,3,F,C,4,2.6896,1
1.349,.547570157425071,0,0,0,HBACK,1,F,C,3,1.819801,1
1.81,.720054757010075,0,0,0,HBACK,4,M,C,2,3.2761,1
.55,.101300479123438,0,0,0,HBACK,4,F,A,1,.3025,1
1,.224503764544352,0,0,0,HBACK,3,F,B,2,1,1
1.18,.0739219712522754,0,0,0,SEDAN,3,M,B,6,1.3924,1
2,.172484599588643,0,0,0,SEDAN,2,F,C,4,4,1
1.428,.525667351124866,0,0,0,HBACK,1,F,C,4,2.039184,1
2.87,.224503764544352,0,0,0,STNWG,2,F,A,3,8.2369,2
1.16,.862422997939575,0,0,0,SEDAN,3,M,A,6,1.3456,1
.92,.0273785078711626,0,0,0,SEDAN,3,M,C,4,.8464,1
1.38,.903490759752458,0,0,0,HBACK,2,F,C,3,1.9044,1
1.64,.309377138943091,0,0,0,STNWG,4,M,A,2,2.6896,1
2.3,.698151950717147,0,0,0,STNWG,3,M,B,5,5.29,1
1.74,.216290212181775,0,0,0,SEDAN,2,F,C,4,3.0276,1
1.37,.845995893219651,0,0,0,HBACK,1,F,C,1,1.8769,1
1.3,.903490759752458,0,0,0,HDTOP,4,F,B,1,1.69,1
2.85,.525667351124866,0,0,0,UTE,2,M,A,1,8.1225,2
1.61,.279260780283948,0,0,0,HBACK,2,F,F,1,2.5921,1
2.234,.851471594796351,0,0,0,SEDAN,1,F,D,6,4.990756,1
1.39,.911704312107759,0,0,0,HBACK,3,M,B,5,1.9321,1
.43,.0930869267622256,0,0,0,HBACK,4,F,A,6,.1849,1
1.24,.177960301163296,0,0,0,SEDAN,3,F,D,5,1.5376,1
2.47,.372347707048903,0,0,0,SEDAN,1,F,A,5,6.1009,1
1.6,.908966461327509,0,0,0,SEDAN,2,F,B,5,2.56,1
2.15,.908966461327509,0,0,0,UTE,3,M,D,6,4.6225,1
1.98,.911704312107759,1,1,2659.36999511719,STNWG,4,M,C,6,3.9204,1
.48,.908966461327509,0,0,0,SEDAN,4,F,C,2,.2304,1
3.3,.906228610539983,1,1,2349.34999847412,STNWG,2,M,A,5,10.89,2
1.49,.908966461327509,0,0,0,SEDAN,3,M,E,6,2.2201,1
1.55,.65982203969179,0,0,0,HDTOP,4,M,C,6,2.4025,1
6.18,.0273785078711626,0,0,0,CONVT,4,M,A,4,38.1924,3
.62,.908966461327509,1,1,367.729999542236,STNWG,4,M,C,6,.3844,1
1.3,.224503764544352,0,0,0,HBACK,2,F,A,2,1.69,1
1.77,.0876112251880841,0,0,0,HBACK,3,M,B,6,3.1329,1
6.56,.908966461327509,0,0,0,STNWG,1,F,E,5,43.0336,3
1.85,.906228610539983,0,0,0,SEDAN,2,M,B,5,3.4225,1
1.05,.906228610539983,0,0,0,HBACK,2,F,E,6,1.1025,1
.91,.911704312111397,0,0,0,SEDAN,4,F,F,5,.8281,1
1.51,.911704312107759,0,0,0,STNWG,4,M,B,4,2.2801,1
1.46,.221765913755689,0,0,0,HBACK,1,F,A,1,2.1316,1
5.08,.0848733744005585,0,0,0,HDTOP,1,M,E,4,25.8064,3
4.09,.906228610539983,0,0,0,STNWG,2,M,B,4,16.7281,2
.44,.0930869267622256,0,0,0,SEDAN,4,M,D,5,.1936,1
4.11,.895277207389881,0,0,0,STNWG,3,F,C,3,16.8921,2
3.1,.999315537302209,0,0,0,STNWG,3,M,D,4,9.61,2
2.16,.906228610534527,0,0,0,SEDAN,1,F,A,4,4.6656,1
1.7,.481861738531734,0,0,0,SEDAN,2,F,F,6,2.89,1
.6,.0930869267622256,0,0,0,SEDAN,4,F,A,6,.36,1
.86,.906228610539983,0,0,0,SEDAN,4,M,E,4,.7396,1
2.54,.908966461327509,0,0,0,STNWG,3,M,B,4,6.4516,2
2.2,.911704312107759,0,0,0,SEDAN,2,M,D,6,4.84,1
.78,.279260780283948,0,0,0,HBACK,4,F,C,4,.6084,1
1.63,.889801505814432,0,0,0,STNWG,4,M,C,4,2.6569,1
3,.00273785078712763,0,0,0,HDTOP,1,M,B,1,9,2
.89,.0958247775488417,0,0,0,SEDAN,4,F,E,2,.7921,1
.9,.911704312107759,0,0,0,HBACK,4,M,A,5,.81,1
3.96,.224503764544352,0,0,0,STNWG,2,M,E,2,15.6816,2
.95,.0273785078711626,0,0,0,SEDAN,3,F,A,2,.9025,1
1.74,.906228610539983,0,0,0,HBACK,2,F,B,3,3.0276,1
1.89,.911704312107759,0,0,0,UTE,3,M,E,5,3.5721,1
1.51,.999315537298344,0,0,0,HBACK,3,F,C,4,2.2801,1
1.64,.892539356598775,0,0,0,SEDAN,2,M,B,6,2.6896,1
1.74,.906228610539983,0,0,0,SEDAN,2,F,A,6,3.0276,1
.54,.911704312107759,0,0,0,SEDAN,4,F,D,6,.2916,1
1.2,.911704312107759,0,0,0,SEDAN,3,F,A,4,1.44,1
1.29,.908966461327509,0,0,0,SEDAN,3,M,D,6,1.6641,1
1.92,.906228610539983,0,0,0,HDTOP,4,M,A,1,3.6864,1
4.18,.848733744009223,0,0,0,STNWG,2,F,A,5,17.4724,2
1.74,.0930869267622256,0,0,0,HBACK,2,M,A,4,3.0276,1
.39,.908966461327509,0,0,0,HBACK,4,F,C,5,.1521,1
1.89,.908966461327509,0,0,0,PANVN,2,M,C,5,3.5721,1
.37,.848733744009223,0,0,0,HBACK,4,F,B,5,.1369,1
1.6835,.57494866529629,0,0,0,HBACK,1,M,E,1,2.83417225,1
1.6,.911704312107759,0,0,0,SEDAN,3,F,A,4,2.56,1
4.09,.911704312107759,0,0,0,STNWG,2,F,F,3,16.7281,2
.84,.906228610536346,0,0,0,SEDAN,3,M,A,3,.7056,1
1.39,.60780287473608,0,0,0,STNWG,4,F,D,4,1.9321,1
1.03,.908966461327509,0,0,0,HBACK,4,F,B,4,1.0609,1
1.29,.0876112251880841,0,0,0,SEDAN,3,F,A,2,1.6641,1
.62,.908966461327509,0,0,0,STNWG,4,M,B,3,.3844,1
.99,.999315537302209,0,0,0,TRUCK,4,M,C,5,.9801,1
1.76,.54209445585002,0,0,0,SEDAN,2,F,C,6,3.0976,1
2.91,.65982203969179,0,0,0,STNWG,1,M,B,5,8.4681,2
.84,.224503764544352,0,0,0,SEDAN,3,F,C,3,.7056,1
4.3,.34223134838976,0,0,0,STNWG,3,M,A,4,18.49,2
1.24,.908966461327509,0,0,0,HBACK,3,F,B,3,1.5376,1
.41,.908966461327509,0,0,0,SEDAN,4,M,B,3,.1681,1
1.37,.0985626283363672,0,0,0,HBACK,1,F,A,3,1.8769,1
1.57,.117727583846317,0,0,0,HBACK,2,F,C,4,2.4649,1
1.71,.454483230663755,0,0,0,STNWG,3,M,D,6,2.9241,1
1.28,.911704312107759,0,0,0,STNWG,3,F,C,4,1.6384,1
.89,.720054757010075,0,0,0,SEDAN,3,F,D,5,.7921,1
2.44,.999315537295161,0,0,0,SEDAN,1,M,A,4,5.9536,1
1.45,.336755646814254,0,0,0,SEDAN,3,F,B,5,2.1025,1
.39,.911704312107759,0,0,0,SEDAN,4,M,E,5,.1521,1
1.07,.0958247775488417,0,0,0,HBACK,3,M,A,1,1.1449,1
2.389,.0410677618065733,0,0,0,HBACK,1,M,B,3,5.707321,1
.8,.908966461327509,0,0,0,PANVN,4,F,B,4,.64,1
.78,.30390143736804,0,0,0,STNWG,4,F,A,4,.6084,1
.6,.0684462696781338,0,0,0,HBACK,4,M,B,4,.36,1
.6,.0930869267622256,0,0,0,SEDAN,4,M,A,6,.36,1
1.67,.908966461323871,0,0,0,STNWG,4,M,B,5,2.7889,1
1.9,.0876112251880841,0,0,0,STNWG,2,M,C,5,3.61,1
2.33,.643394934973912,0,0,0,SEDAN,1,F,A,3,5.4289,1
1.43,.906228610539983,0,0,0,SEDAN,3,F,B,5,2.0449,1
.41,.906228610539983,0,0,0,HBACK,4,F,B,2,.1681,1
1.3,.172484599588643,0,0,0,HBACK,2,F,C,5,1.69,1
4.09,.807665982203616,0,0,0,UTE,1,F,C,5,16.7281,2
.82,.911704312107759,0,0,0,HBACK,3,M,C,4,.6724,1
1.51,.911704312107759,0,0,0,HBACK,3,M,D,3,2.2801,1
.8,.169746748800719,0,0,0,HBACK,3,M,C,3,.64,1
2.51,.465434633809821,0,0,0,HBACK,1,M,C,4,6.3001,2
1.57,.911704312107759,0,0,0,HBACK,2,F,A,4,2.4649,1
.57,.908966461327509,0,0,0,PANVN,4,F,C,1,.3249,1
.51,.906228610539983,0,0,0,HBACK,4,M,B,6,.2601,1
.73,.457221081447642,0,0,0,SEDAN,4,F,B,2,.5329,1
.72,.525667351124866,0,0,0,HBACK,3,F,A,3,.5184,1
.39,.906228610539983,0,0,0,SEDAN,4,M,B,6,.1521,1
3.4,.525667351124866,0,0,0,STNWG,2,M,C,3,11.56,2
.92,.752908966460382,0,0,0,SEDAN,4,F,E,5,.8464,1
2.234,.525667351124866,0,0,0,SEDAN,1,F,C,1,4.990756,1
1.67,.224503764544352,0,0,0,HDTOP,4,M,F,3,2.7889,1
2.94,.194387405885209,0,0,0,SEDAN,1,M,B,4,8.6436,2
.41,.906228610539983,0,0,0,STNWG,4,M,B,3,.1681,1
1.85,.906228610539983,0,0,0,SEDAN,2,M,B,6,3.4225,1
.71,.235455167692635,0,0,0,HBACK,4,F,D,2,.5041,1
.82,.911704312107759,0,0,0,HBACK,4,F,A,3,.6724,1
3.14,.911704312107759,0,0,0,STNWG,3,M,A,4,9.8596,2
2.05,.911704312110942,0,0,0,STNWG,3,F,B,4,4.2025,1
1.54,.911704312107759,0,0,0,SEDAN,2,F,C,1,2.3716,1
2.39,.908966461327509,0,0,0,STNWG,3,F,C,3,5.7121,1
.99,.906228610539983,0,0,0,SEDAN,3,F,E,5,.9801,1
1.06,.906228610539983,0,0,0,HBACK,3,F,A,4,1.1236,1
2.77,.785763175903412,0,0,0,STNWG,3,F,C,5,7.6729,2
2.64,.525667351128959,1,1,462.699998855591,UTE,2,F,C,1,6.9696,2
1.29,.906228610539983,0,0,0,SEDAN,3,M,D,5,1.6641,1
2.01,.906228610539983,0,0,0,SEDAN,2,F,D,3,4.0401,1
1.48,.906228610539983,0,0,0,SEDAN,2,F,E,6,2.1904,1
1.51,.104038329910509,0,0,0,STNWG,4,F,B,4,2.2801,1
1.06,.906228610539983,0,0,0,STNWG,3,M,B,3,1.1236,1
7.199,.999315537295843,1,1,782.359998703003,STNWG,1,F,C,1,51.825601,3
1.03,.911704312107759,0,0,0,HBACK,4,F,C,4,1.0609,1
.31,.34223134838976,0,0,0,HBACK,4,F,C,5,.0961,1
2.81,.908966461327509,0,0,0,STNWG,2,F,A,4,7.8961,2
1.3,.908966461327509,0,0,0,SEDAN,3,M,C,3,1.69,1
4.31,.744695414097805,0,0,0,STNWG,2,F,F,2,18.5761,2
1.96,.908966461320233,0,0,0,SEDAN,2,F,B,3,3.8416,1
.73,.123203285420459,0,0,0,SEDAN,4,F,E,4,.5329,1
1.73,.999315537295843,0,0,0,HBACK,1,F,C,5,2.9929,1
1.36,.906228610539983,0,0,0,SEDAN,3,M,B,3,1.8496,1
1.87,.999315537295843,0,0,0,SEDAN,2,F,A,4,3.4969,1
1.65,.0876112251880841,1,1,353.769999980927,STNWG,4,M,C,5,2.7225,1
1.43,.246406570840918,0,0,0,UTE,3,M,A,2,2.0449,1
6.51,.246406570840918,0,0,0,STNWG,1,M,A,3,42.3801,3
.51,.911704312107759,1,1,2494.59999847412,HBACK,4,F,B,6,.2601,1
.5,.906228610539983,0,0,0,HBACK,4,M,A,6,.25,1
1.02,.911704312107759,0,0,0,HBACK,3,F,B,5,1.0404,1
.58,.911704312107759,0,0,0,SEDAN,4,M,C,4,.3364,1
2.29,.0684462696781338,0,0,0,SEDAN,1,M,C,4,5.2441,1
2.32,.147843942504551,0,0,0,STNWG,3,M,C,6,5.3824,1
.69,.147843942504551,0,0,0,PANVN,4,M,A,6,.4761,1
4.23,.221765913756826,0,0,0,STNWG,1,F,A,2,17.8929,2
3.3,.125941136207985,0,0,0,SEDAN,1,M,D,6,10.89,2
1.76,.147843942504551,0,0,0,UTE,2,M,D,5,3.0976,1
3.4,.309377138943091,0,0,0,STNWG,2,M,A,4,11.56,2
1.01,.0930869267622256,0,0,0,STNWG,4,F,C,3,1.0201,1
.54,.298425735796627,0,0,0,HBACK,4,M,C,2,.2916,1
.39,.906228610539983,0,0,0,SEDAN,4,F,B,2,.1521,1
.84,.906228610539983,0,0,0,SEDAN,4,M,A,3,.7056,1
1.29,.0520191649552544,0,0,0,SEDAN,3,M,B,3,1.6641,1
2.92,.0930869267622256,0,0,0,STNWG,2,F,A,5,8.5264,2
2.98,.908966461327509,0,0,0,UTE,1,M,E,3,8.8804,2
1.749,.413415468854112,1,1,13589.7899475098,HBACK,1,F,A,2,3.059001,1
.97,.147843942504551,0,0,0,SEDAN,3,F,A,5,.9409,1
1.23,.911704312107759,0,0,0,SEDAN,4,F,B,6,1.5129,1
.67,.147843942504551,0,0,0,HBACK,3,M,C,2,.4489,1
.69,.147843942504551,0,0,0,SEDAN,4,F,D,6,.4761,1
.84,.925393566045386,0,0,0,HBACK,4,F,A,4,.7056,1
1.32,.147843942504551,0,0,0,STNWG,4,F,D,6,1.7424,1
3.57,.908966461327509,0,0,0,UTE,2,M,E,6,12.7449,2
2.97,.908966461327509,0,0,0,SEDAN,1,F,C,6,8.8209,2
6.64,.00547570157425525,0,0,0,STNWG,1,M,A,3,44.0896,3
.31,.224503764544352,0,0,0,HBACK,4,M,D,5,.0961,1
.44,.908966461323871,0,0,0,STNWG,4,M,B,3,.1936,1
.91,.851471594796749,0,0,0,HBACK,3,F,A,3,.8281,1
.43,.56399726214255,0,0,0,HBACK,4,M,C,4,.1849,1
.82,.224503764544352,0,0,0,UTE,4,M,E,1,.6724,1
1.2,.0903490759747001,0,0,0,HBACK,2,M,C,4,1.44,1
1.15,.339493497602234,0,0,0,STNWG,4,F,B,3,1.3225,1
1.11,.147843942504551,0,0,0,SEDAN,4,F,C,4,1.2321,1
1.51,.908966461327509,0,0,0,STNWG,4,M,E,1,2.2801,1
1.36,.925393566045386,0,0,0,STNWG,4,M,B,4,1.8496,1
1.02,.224503764544352,0,0,0,PANVN,4,M,C,4,1.0404,1
1.71,.147843942504551,0,0,0,SEDAN,2,M,A,6,2.9241,1
.84,.906228610539983,0,0,0,SEDAN,3,M,C,6,.7056,1
.45,.147843942504551,0,0,0,SEDAN,4,M,C,5,.2025,1
.98,.906228610539983,0,0,0,SEDAN,3,M,A,6,.9604,1
2.23,.147843942504551,0,0,0,HBACK,1,M,A,6,4.9729,1
1.22,.147843942504551,0,0,0,STNWG,4,M,A,5,1.4884,1
2.42,.147843942504551,0,0,0,STNWG,3,F,A,3,5.8564,1
1.45,.1806981519494,0,0,0,STNWG,4,M,C,2,2.1025,1
2.1,.0273785078711626,0,0,0,TRUCK,2,F,F,4,4.41,1
1.03,.147843942504551,0,0,0,STNWG,3,F,A,5,1.0609,1
1.64,.0273785078711626,0,0,0,STNWG,4,F,C,4,2.6896,1
1.63,.525667351124866,0,0,0,HBACK,2,M,C,4,2.6569,1
1.15,.906228610539983,0,0,0,STNWG,3,M,D,5,1.3225,1
1.35,.0930869267622256,0,0,0,STNWG,4,M,C,4,1.8225,1
.85,.147843942504551,0,0,0,SEDAN,3,F,A,6,.7225,1
2.09,.147843942504551,0,0,0,STNWG,3,F,F,5,4.3681,1
1.45,.147843942504551,0,0,0,UTE,4,M,D,5,2.1025,1
1.29,.147843942504551,0,0,0,SEDAN,3,F,A,5,1.6641,1
1.54,.752908966458563,0,0,0,SEDAN,3,F,B,4,2.3716,1
1.4,.91718001368281,0,0,0,SEDAN,3,F,D,4,1.96,1
1.95,.908966461327509,0,0,0,SEDAN,1,F,B,4,3.8025,1
.8,.147843942504551,0,0,0,UTE,4,M,D,4,.64,1
1.63,.254620123201278,0,0,0,HDTOP,3,F,C,3,2.6569,1
1.51,.0903490759747001,0,0,0,SEDAN,3,F,C,4,2.2801,1
1.16,.911704312111397,0,0,0,STNWG,4,M,A,3,1.3456,1
3.46,.23819301848016,0,0,0,SEDAN,2,M,C,4,11.9716,2
1.09,.517453798765928,0,0,0,STNWG,4,F,E,4,1.1881,1
1.64,.0109514031485105,0,0,0,SEDAN,2,F,A,5,2.6896,1
1.88,.0903490759747001,0,0,0,STNWG,3,F,D,2,3.5344,1
1.16,.0876112251880841,0,0,0,MIBUS,4,F,A,3,1.3456,1
3.23,.911704312113216,0,0,0,STNWG,3,F,B,3,10.4329,2
1.16,.851471594796749,0,0,0,UTE,4,M,A,2,1.3456,1
.72,.911704312114239,0,0,0,HBACK,4,F,A,5,.5184,1
1.65,.903490759752458,0,0,0,STNWG,4,M,C,3,2.7225,1
1.97,.0164271047227089,0,0,0,SEDAN,2,F,A,4,3.8809,1
1.32,.147843942504551,0,0,0,STNWG,4,F,D,2,1.7424,1
4.28,.752908966460382,0,0,0,STNWG,1,M,A,3,18.3184,2
1.17,.224503764544352,0,0,0,STNWG,4,M,E,1,1.3689,1
1.64,.925393566045386,0,0,0,SEDAN,2,M,C,4,2.6896,1
2.39,.908966461327509,1,1,2981.80999755859,HDTOP,2,M,C,4,5.7121,1
1.28,.911704312107759,0,0,0,STNWG,4,F,F,3,1.6384,1
.45,.344969199177285,0,0,0,SEDAN,4,M,B,6,.2025,1
.44,.908966461327509,0,0,0,STNWG,4,F,B,5,.1936,1
.97,.147843942504551,0,0,0,SEDAN,3,F,C,4,.9409,1
2.5,.752908966460382,0,0,0,SEDAN,1,M,A,3,6.25,1
2.81,.908966461327509,0,0,0,STNWG,3,M,C,4,7.8961,2
3.59,.884325804239779,1,1,231.960000038147,SEDAN,4,F,A,4,12.8881,2
1.57,.147843942504551,0,0,0,HDTOP,4,M,C,5,2.4649,1
1.49,.906228610539983,0,0,0,SEDAN,3,F,E,4,2.2201,1
.77,.147843942504551,0,0,0,SEDAN,4,F,C,5,.5929,1
1.76,.0903490759747001,0,0,0,HBACK,2,M,D,5,3.0976,1
2.27,.0219028062968505,0,0,0,SEDAN,2,F,C,6,5.1529,1
1.72,.147843942504551,0,0,0,SEDAN,2,M,A,5,2.9584,1
1.76,.739219712522356,0,0,0,HDTOP,3,F,B,4,3.0976,1
3.57,.908966461323871,0,0,0,UTE,2,M,E,5,12.7449,2
.73,.906228610539983,0,0,0,SEDAN,4,M,C,5,.5329,1
.4,.911704312107759,0,0,0,SEDAN,4,F,C,4,.16,1
1.46,.720054757010075,0,0,0,MIBUS,3,F,B,2,2.1316,1
3.48,.443531827513652,0,0,0,SEDAN,1,F,B,3,12.1104,2
1.43,.906228610539983,0,0,0,HDTOP,4,M,D,2,2.0449,1
.78,.235455167692635,0,0,0,HBACK,3,F,C,3,.6084,1
1.29,.851471594796749,0,0,0,SEDAN,3,F,C,2,1.6641,1
1.36,.906228610539983,0,0,0,TRUCK,3,M,D,4,1.8496,1
2.01,.8569472963718,0,0,0,SEDAN,1,F,F,5,4.0401,1
1.01,.0930869267622256,0,0,0,STNWG,4,F,C,6,1.0201,1
.88,.906228610539983,0,0,0,HBACK,3,F,C,4,.7744,1
1.39,.34223134838976,0,0,0,HBACK,3,M,C,4,1.9321,1
1.36,.925393566045386,0,0,0,HBACK,2,F,A,4,1.8496,1
2.52,.323066392880321,0,0,0,STNWG,3,F,C,1,6.3504,2
3.02,.906228610539983,0,0,0,STNWG,3,M,B,5,9.1204,2
1.83,.544832306637545,0,0,0,STNWG,4,M,B,3,3.3489,1
.73,.906228610536346,0,0,0,SEDAN,4,M,B,3,.5329,1
.62,.147843942504551,0,0,0,SEDAN,4,F,A,5,.3844,1
1.54,.238193018479251,0,0,0,SEDAN,1,F,A,1,2.3716,1
2.12,.906228610539983,0,0,0,STNWG,3,F,B,3,4.4944,1
1.06,.906228610539983,0,0,0,HBACK,3,F,B,5,1.1236,1
.44,.922655715257861,0,0,0,SEDAN,4,M,A,4,.1936,1
1.11,.906228610539983,1,1,200,HBACK,3,F,A,6,1.2321,1
1.36,.906228610539983,0,0,0,STNWG,4,M,B,2,1.8496,1
3.04,.999315537302209,0,0,0,TRUCK,3,M,E,4,9.2416,2
3.43,.224503764543442,0,0,0,UTE,1,F,C,1,11.7649,2
2.23,.731006160161996,0,0,0,HBACK,1,F,B,3,4.9729,1
1.23,.851471594796749,0,0,0,HBACK,2,M,C,5,1.5129,1
.71,.147843942504551,0,0,0,HBACK,3,M,C,4,.5041,1
1.08,.851471594796749,0,0,0,SEDAN,3,F,D,6,1.1664,1
2,.906228610539983,0,0,0,HBACK,2,F,A,4,4,1
1.64,.246406570840918,0,0,0,STNWG,4,M,F,4,2.6896,1
2.76,.906228610539983,0,0,0,STNWG,1,F,C,5,7.6176,2
1.55,.147843942504551,0,0,0,HDTOP,3,M,A,5,2.4025,1
.96,.1423682409295,0,0,0,STNWG,3,M,C,5,.9216,1
4.9,.153319644077783,0,0,0,SEDAN,1,F,B,5,24.01,2
1.74,.0903490759747001,0,0,0,HBACK,2,F,E,1,3.0276,1
2.14,.0273785078711626,0,0,0,STNWG,3,M,B,3,4.5796,1
1.92,.147843942504551,0,0,0,SEDAN,1,F,C,4,3.6864,1
1.45,.999315537301413,0,0,0,TRUCK,4,F,C,2,2.1025,1
.6,.147843942504551,0,0,0,STNWG,4,F,D,3,.36,1
4.349,.509240246403351,0,0,0,UTE,1,M,A,5,18.913801,2
2.65,.147843942504551,0,0,0,SEDAN,1,F,D,4,7.0225,2
3.08,.147843942504551,0,0,0,STNWG,3,M,D,4,9.4864,2
.9,.525667351124866,0,0,0,HBACK,3,M,A,2,.81,1
1.53,.147843942504551,0,0,0,SEDAN,2,M,A,6,2.3409,1
.44,.851471594796749,0,0,0,UTE,4,M,D,2,.1936,1
1.72,.525667351124866,0,0,0,STNWG,3,M,C,2,2.9584,1
.67,.147843942504551,0,0,0,STNWG,4,F,A,2,.4489,1
1.1,.0930869267619983,0,0,0,SEDAN,4,M,B,4,1.21,1
.85,.911704312107759,0,0,0,HBACK,3,M,C,4,.7225,1
.54,.0574948665293959,0,0,0,HBACK,4,F,B,5,.2916,1
1.14,.911704312107759,1,2,1043.69999885559,SEDAN,3,F,C,4,1.2996,1
1.71,.147843942504551,0,0,0,SEDAN,2,F,C,5,2.9241,1
1.29,.911704312107759,0,0,0,SEDAN,3,F,B,2,1.6641,1
1.21,.0876112251880841,0,0,0,HBACK,3,F,C,5,1.4641,1
.41,.908966461327509,0,0,0,HBACK,4,F,B,4,.1681,1
.93,.903490759752458,0,0,0,HBACK,3,F,A,4,.8649,1
1.8,.120465434633445,0,0,0,SEDAN,1,F,C,3,3.24,1
1.97,.334017796026785,0,0,0,STNWG,2,F,A,2,3.8809,1
1.61,.295687885008704,0,0,0,STNWG,4,M,C,4,2.5921,1
2.52,.999315537295843,0,0,0,TRUCK,3,M,E,2,6.3504,2
1.48,.522929500337341,0,0,0,HBACK,1,M,A,5,2.1904,1
1.1,.147843942504551,0,0,0,STNWG,3,M,F,2,1.21,1
3.64,.317590691305668,0,0,0,STNWG,2,F,F,2,13.2496,2
3.72,.147843942504551,0,0,0,STNWG,2,F,D,4,13.8384,2
1.52,.911704312113216,0,0,0,SEDAN,2,F,B,4,2.3104,1
.39,.147843942504551,0,0,0,UTE,4,F,A,3,.1521,1
5.61,.134154688568742,0,0,0,COUPE,1,F,B,3,31.4721,3
4,.999315537295843,0,0,0,STNWG,3,M,C,4,16,2
.62,.911704312107759,0,0,0,STNWG,4,F,B,6,.3844,1
2.44,.0903490759747001,0,0,0,STNWG,3,F,A,3,5.9536,1
